customer_id;credit_lines_outstanding;loan_amt_outstanding;total_debt_outstanding;income;years_employed;fico_score;default
3120024;1;6.696.683.343;8.997.780.175;7.973.024.667;4;798;0
3142036;0;3.642.359.375;1.000.635.389;9.708.272.073;3;686;0
8189983;0;7.543.189.933;2.466.238.619;1.057.507.204;3;656;0
3018989;1;3.882.139.639;4.898.062.619;6.072.229.161;5;655;0
7352398;5;3.062.407.868;1.342.602.492;5.026.048.865;3;551;1
1399722;3;2.548.907.375;923.785.382;5.079.169.584;5;656;0
5514855;5;4.164.953.413;2.120.742.319;7.805.461.292;7;655;1
6004763;1;1.562.127.513;3.587.321.235;3.768.681.372;5;597;0
2393485;5;6.625.878.299;2.780.079.954;1.109.182.858;6;486;1
5984706;4;3.182.230.359;105.334.897;4.015.278.242;2;483;1
2532427;1;3.479.849.474;918.836.408;8.303.165.237;6;757;0
1908587;1;3.081.594.085;1.004.867.659;9.350.911.989;6;638;0
4937114;1;5.654.331.315;9.699.169.159;1.015.373.788;8;668;0
8664550;0;4.316.735.589;5.557.131.593;8.763.658.543;3;749;0
2931541;3;3.005.199.529;1.057.679.792;4.399.407.079;3;714;1
7810986;0;5.929.365.413;8.625.555.369;890.485.931;4;712;0
8271560;1;3.811.314.449;7.710.842.703;7.271.349.586;5;746;0
1927234;5;3.488.858.869;1.419.463.668;5.382.720.594;5;620;1
8240090;3;6.129.876.216;2.079.471.574;9.787.443.095;5;630;0
7082245;5;5.104.552.706;3.284.422.681;1.036.740.887;4;559;1
7649501;4;3.422.483.422;1.523.600.022;6.607.007.001;7;688;0
6861612;0;401.514.258;7.886.897.564;7.886.897.564;3;655;0
5094620;3;2.733.180.235;1.186.870.197;5.462.061.701;3;605;1
5965422;1;3.452.556.284;5.867.835.732;571.961.728;5;733;0
6883308;5;1.663.142.168;1.063.542.804;3.802.172.133;4;633;1
6938083;0;4.171.603.305;7.553.746.271;8.625.887.103;4;613;0
4975651;1;4.145.264.509;649.958.475;6.272.668.853;6;711;0
4245257;2;4.730.753.483;1.371.030.257;110.417.409;9;594;0
8064332;3;570.234.657;1.506.714.356;7.795.483.237;3;524;1
5073102;5;4.238.354.986;2.557.835.158;9.104.467.534;5;689;1
5364583;3;1.776.616.214;5.988.914.012;3.888.930.699;8;585;0
7343269;1;356.460.071;5.387.645.129;5.928.655.278;5;649;0
7963279;5;5.729.907.868;3.066.677.423;1.117.475.816;3;606;1
3086506;0;3.635.331.795;5.118.134.029;6.401.578.645;6;579;0
3119185;1;4.694.803.137;4.868.535.189;77.685.717;7;654;0
4596221;1;4.633.008.349;6.354.387.604;8.088.104.819;6;628;0
4438925;0;3.048.991.338;2.077.622.164;5.452.646.556;4;648;0
6228284;1;3.036.470.743;4.871.333.628;5.444.811.015;7;670;0
6630442;1;4.717.801.224;998.078.149;9.025.678.454;4;612;0
5255881;0;3.746.955.741;3.196.810.975;6.407.744.818;5;634;0
7264947;1;2.551.664.969;9.786.050.953;9.510.638.923;5;647;0
2475748;0;4.341.634.063;4.736.497.234;8.756.865.424;5;671;0
5788824;0;4.406.687.683;22.280.526;617.653.979;4;641;0
7622348;5;2.734.692.991;1.513.997.928;5.584.221.763;3;462;1
3829612;0;3.980.810.542;3.552.742.635;7.626.300.571;4;583;0
1417858;0;4.208.812.928;4.477.525.874;665.261.558;5;677;0
7020149;2;3.176.531.389;8.950.757.465;6.511.342.579;5;614;0
6864972;0;2.790.267.234;3.392.180.867;4.323.927.244;4;529;0
3525051;0;2.609.718.104;222.347.518;416.191.143;5;724;0
5872680;4;5.264.589.148;2.117.306.855;8.118.866.081;1;558;1
6952860;1;5.050.970.901;7.952.768.461;8.047.103.074;5;609;0
6472512;5;4.238.092.416;2.185.634.456;7.256.318.498;6;589;1
3593885;0;5.737.300.346;3.304.170.702;7.918.232.205;5;725;0
8186560;5;6.887.637.568;3.171.923.693;1.075.219.014;3;547;1
1592653;0;5.394.537.878;5.024.768.703;8.108.345.762;6;704;0
4115752;1;1.675.454.394;232.441.242;2.292.314.462;5;576;0
5488383;0;5.266.775.396;8.291.235.394;9.791.032.577;1;738;0
6980993;1;4.219.384.951;5.462.291.763;535.342.807;5;715;0
7553046;4;5.070.870.926;2.222.652.212;8.911.793.874;5;718;1
4095721;5;2.800.889.496;1.381.142.184;4.985.298.298;5;571;1
5781261;3;3.355.285.174;1.416.539.932;6.154.047.188;2;616;1
7107691;0;1.690.681.832;2.154.970.372;3.456.737.682;4;686;0
2614386;0;4.245.017.989;4.822.892.915;6.028.825.227;3;630;0
3419976;5;3.754.042.918;1.626.021.815;5.475.297.836;2;566;1
5457722;0;415.559.255;1.072.185.988;8.602.878.786;5;518;0
4415392;1;4.859.698.333;6.894.615.483;689.993.054;5;658;0
8500750;3;4.696.201.718;1.425.349.364;7.967.686.096;5;668;0
5916659;0;6.824.662.819;417.546.385;8.905.885.216;4;675;0
4353266;0;243.894.688;4.450.204.582;4.450.204.582;4;674;0
7242220;5;3.005.023.314;119.714.572;4.571.305.407;5;622;1
5225928;5;6.747.679.105;2.052.268.283;8.089.066.654;5;630;1
1087468;2;3.235.561.947;8.608.379.234;6.506.961.308;8;643;0
1258856;0;8.052.617.048;3.165.273.156;1000;4;719;0
6131248;0;4.547.120.222;3.388.308.494;7.345.771.122;4;643;0
3396578;0;4.429.685.304;5.155.507.117;6.823.748.566;4;673;0
4421374;1;4.791.819.054;6.151.922.931;6.547.774.234;5;656;0
6930763;1;3.476.504.191;768.499.352;720.638.632;6;615;0
7643532;0;5.200.304.674;5.665.788.005;9.106.621.393;6;675;0
1688610;5;3.117.799.433;1.726.175.435;6.190.113.456;4;563;1
2655716;5;4.631.341.517;1.866.656.672;6.719.394.489;3;593;1
3975618;5;574.255.043;241.438.412;8.856.659.682;3;592;1
3309326;0;562.352.733;3.709.194.139;9.429.138.309;6;605;0
6462328;0;4.751.264.595;1.576.378.802;7.617.881.915;4;646;0
2989226;0;3.888.620.973;664.134.565;8.438.176.181;3;501;0
4457453;4;4.473.086.801;1.792.178.682;7.533.202.695;1;695;1
3034782;1;5.650.894.007;1.061.564.941;1.082.035.606;5;649;0
6251380;0;3.437.687.755;2.512.156.417;604.580.378;4;583;0
8679345;5;2.800.289.828;1.769.314.173;5.744.178.851;2;622;1
4604582;0;2.691.352.987;2.187.437.451;3.707.347.398;4;677;0
4838299;0;3.704.058.373;7.085.020.554;8.141.751.388;6;686;0
5487483;1;1.823.828.259;3.051.978.276;3.539.513.528;5;657;0
4828279;2;5.730.693.936;1.506.701.774;8.752.282.463;3;662;0
2772884;5;7.407.244.398;2.966.121.239;1.066.914.975;4;485;1
6709968;0;4.582.556.971;7.628.559.521;7.628.559.521;5;608;0
3951334;0;5.136.340.043;4.326.852.428;6.733.790.933;4;709;0
3584871;5;6.967.346.468;2.588.747.916;8.939.812.274;4;506;1
6029406;1;3.154.051.769;4.167.046.188;5.084.719.981;6;654;0
7305523;0;3.317.388.081;4.776.350.863;6.230.085.198;4;644;0
6154406;2;4.798.898.889;863.581.274;589.774.153;2;545;0
5981443;0;3.443.743.793;4.275.890.052;5.766.831.208;2;539;0
3357227;5;5.060.519.731;1.933.298.036;6.791.931.128;2;519;1
6180356;2;2.887.668.191;8.143.456.508;5.809.721.504;7;730;0
6220597;2;3.821.761.101;1.300.141.211;7.255.083.459;2;590;0
3317940;5;4.636.374.957;1.903.463.852;6.738.907.092;2;566;1
7105733;0;2.600.617.594;4.342.681.655;4.342.681.655;3;672;0
2102630;0;4.813.513.711;6.883.945.279;8.811.229.878;6;684;0
5143492;5;5.086.387.923;2.176.519.096;7.033.108.596;4;593;1
6515015;5;3.092.783.089;1.512.309.504;4.521.443.443;3;624;1
8065615;0;410.143.894;2.811.527.934;6.549.350.305;2;642;0
4219954;3;7.942.919.762;2.834.520.519;1.264.849.794;1;461;1
1458516;5;4.734.004.717;2.101.123.752;7.785.018.583;3;576;1
3657269;4;3.321.970.482;1.553.067.872;684.345.626;6;711;0
2086705;0;2.341.432.055;4.642.241.065;4.642.241.065;6;658;0
2166072;1;3.907.038.189;9.475.333.088;8.729.844.936;7;604;0
3207446;0;4.288.819.046;1.768.515.472;7.455.487.266;3;593;0
3816784;5;5.343.193.215;3.061.460.303;8.630.395.374;4;607;1
4089908;0;5.525.864.226;5.349.934.625;9.660.809.865;3;637;0
3181404;5;7.511.183.763;2.623.977.798;9.291.159.498;2;673;1
1606995;5;5.835.799.289;2.524.170.174;9.220.317.639;3;550;1
7766631;5;3.489.452.828;196.862.848;6.834.472.099;3;638;1
4071929;1;348.533.358;6.412.401.202;7.286.586.724;5;626;0
6709509;2;2.241.580.999;1.029.553.246;8.243.607.448;8;629;0
4892989;5;5.540.956.939;2.352.890.746;790.125.681;5;646;1
1610410;0;2.691.344.293;4.904.724.666;6.673.261.586;6;628;0
4395162;0;4.367.347.866;33.663.171;6.474.736.115;6;614;0
6018696;0;5.787.422.117;6.380.099.091;9.743.925.827;3;664;0
4661309;0;4.721.474.058;5.811.149.199;808.092.782;3;554;0
7961598;1;2.941.850.423;4.638.388.274;5.356.289.621;6;693;0
3500684;0;3.329.826.859;4.378.640.459;5.728.272.126;4;625;0
5798861;1;5.964.960.205;124.438.852;1.058.957.909;5;694;0
3934581;1;7.905.026.378;9.501.912.884;9.901.373.022;5;631;0
7841482;0;4.017.968.269;36.595.374;7.832.656.105;5;669;0
7546945;0;228.991.644;4.520.744.314;4.977.726.094;4;620;0
7400126;1;254.280.451;4.861.409.417;4.981.329.858;6;613;0
4695038;0;2.780.615.097;2.714.830.269;5.700.455.984;7;659;0
5723791;0;4.579.578.651;2.546.687.695;7.210.373.322;2;635;0
5779794;1;6.379.777.351;1.069.572.423;9.168.598.505;5;668;0
4296039;0;3.715.056.396;4.080.780.804;6.420.144.195;6;556;0
7552205;1;6.480.934.018;8.243.783.033;7.972.902.946;4;755;0
6271320;1;299.695.473;6.403.509.114;6.255.524.867;4;716;0
2047689;0;3.382.739.107;268.503.329;5.584.667.501;4;632;0
2609642;0;2.315.041.654;2.704.433.405;3.729.634.994;2;674;0
4604953;5;5.930.695.517;258.836.005;9.281.106.837;5;650;1
4916953;0;3.095.524.397;6.116.625.296;5.496.643.212;6;538;0
8428794;5;4.002.999.097;1.532.506.915;513.600.408;2;579;1
3363919;5;364.584.343;1.612.477.822;527.212.329;3;582;1
6963636;1;354.048.588;5.409.615.893;5.604.755.969;6;630;0
7202428;5;2.557.770.728;1.865.717.934;5.860.169.212;4;576;1
4350561;2;3.272.307.914;7.208.627.988;7.460.222.604;8;678;0
1158472;5;4.727.040.046;2.263.467.681;7.860.283.078;3;575;1
8697809;3;5.237.611.394;140.141.672;77.242.481;3;599;1
4296400;1;7.622.601.138;6.025.965.928;8.774.806.613;5;599;0
4193783;0;4.310.371.033;7.275.854.111;6.304.032.828;3;688;0
1545169;0;5.431.195.034;4.006.844.074;8.384.344.261;3;624;0
4335205;1;4.569.383.674;6.765.449.163;6.965.082.381;5;621;0
7307413;1;386.763.169;4.754.262.315;6.022.311.652;7;711;0
8845246;2;4.952.884.086;9.045.465.353;7.843.182.044;6;690;0
5802906;5;7.600.863.137;2.709.291.555;951.133.953;3;675;1
2005665;0;3.839.337.014;5.485.417.994;6.244.911.152;3;581;0
3680589;0;4.473.181.539;6.029.616.654;7.151.032.548;3;544;0
1439177;0;3.357.134.305;6.869.165.059;6.869.165.059;6;654;0
8832244;0;4.570.659.934;9.156.219.342;8.909.744.794;2;651;0
5051380;0;4.490.825.927;6.636.213.734;6.636.213.734;8;665;0
1647920;0;3.270.317.946;5.865.200.324;6.348.374.922;4;569;0
4634281;0;5.391.040.833;2.903.739.178;8.834.167.124;4;565;0
3769551;0;5.245.027.218;5.765.207.697;9.694.996.294;3;580;0
5756895;0;6.174.668.835;2.184.211.767;826.586.867;5;629;0
8628420;0;5.111.442.746;3.893.298.071;6.571.676.316;4;615;0
7276984;0;6.555.580.733;3.005.646.081;9.108.223.573;3;697;0
6083191;1;5.181.128.283;1.090.931.551;8.861.683.861;3;670;0
8493019;0;2.736.637.236;2.253.062.688;3.302.104.615;3;645;0
3770679;0;5.010.804.576;4.057.168.232;7.514.367.666;4;580;0
4887815;5;5.357.096.944;212.180.669;7.449.572.041;4;546;1
1371545;0;4.847.386.156;7.759.708.416;7.759.708.416;5;680;0
4499826;2;285.060.169;9.208.151.608;6.449.805.674;6;661;0
1020061;1;2.209.686.298;4.752.405.129;3.887.825.116;4;640;0
5559420;2;2.606.710.153;627.004.281;5.095.654.914;8;667;0
7285079;5;3.842.814.785;2.750.795.962;9.678.870.176;6;570;1
1720868;0;3.016.964.342;6.653.644.585;6.030.319.889;3;656;0
1028654;4;4.168.510.821;1.728.358.372;7.603.044.019;8;627;0
3519537;2;4.616.665.849;1.165.874.028;8.602.092.811;5;576;0
2604885;5;3.801.038.641;2.073.040.149;6.864.689.886;3;616;1
7069791;0;4.355.166.644;4.342.371.629;8.095.763.527;5;588;0
5396575;5;5.356.977.579;2.316.999.452;7.586.911.164;3;595;1
1707239;5;4.706.020.278;2.161.968.871;7.359.963.454;3;649;1
7292144;4;4.902.299.367;188.905.216;7.941.639.622;5;646;1
8968716;0;511.595.382;543.556.602;7.720.298.155;5;656;0
6862671;0;3.531.779.467;2.574.004.065;6.230.381.679;4;631;0
2357211;2;2.290.455.176;8.977.768.878;4.762.218.009;3;617;0
5769593;1;4.161.435.191;6.038.834.817;72.488.555;5;612;0
8407095;1;5.806.194.347;7.330.079.078;8.708.156.848;5;690;0
6576862;2;4.050.129.174;1.296.221.498;9.147.875.489;4;669;0
3540593;1;5.322.431.634;8.633.082.224;7.944.653.815;7;681;0
4606065;0;2.536.389.699;2.718.612.442;4.501.720.211;3;612;0
6549782;5;3.209.505.786;1.238.964.551;4.490.019.408;3;579;1
3404725;1;4.671.637.462;578.338.644;6.416.099.184;5;582;0
8603710;1;4.214.742.263;8.939.439.208;8.285.461.846;5;702;0
3859568;1;4.866.238.117;1.046.818.076;795.893.264;4;658;0
5004847;3;4.523.501.555;1.681.832.379;8.311.871.985;4;659;0
6277991;0;2.967.527.811;2.435.243.011;7.346.049.548;5;565;0
4331213;1;3.531.660.298;908.099.654;7.540.147.951;7;776;0
4666013;0;5.894.636.193;8.530.307.081;9.417.165.883;3;634;0
5871585;0;4.905.589.774;7.151.152.489;7.151.152.489;4;736;0
5413066;1;2.859.176.731;5.149.340.664;5.156.068.852;8;629;0
1511188;5;433.342.583;2.473.198.108;7.599.985.665;3;618;1
7052147;3;4.052.598.819;1.257.012.403;6.939.106.382;5;671;0
1256952;5;3.611.732.541;2.222.127.307;7.160.585.018;4;598;1
2197571;1;3.871.001.218;8.398.269.683;6.508.074.058;5;590;0
7288129;3;3.592.238.311;1.098.140.889;6.651.299.154;7;678;0
8436455;0;6.309.718.835;5.480.763.917;9.786.453.784;3;764;0
1362452;0;4.219.268.592;72.640.172;8.186.748.628;6;693;0
2827060;0;1.805.771.318;206.311.905;4.508.550.739;6;707;0
2855487;0;7.680.207.805;3.142.161.336;1.115.879.802;6;590;0
1980426;3;1.458.277.928;5.495.241.963;2.688.377.073;4;579;1
8821049;3;4.014.880.893;1.151.745.851;5.750.659.573;4;611;0
3157123;1;2.446.629.834;3.697.938.067;4.335.899.804;5;711;0
5512849;1;4.405.809.267;714.612.733;6.441.934.362;6;643;0
6061327;1;3.157.090.529;6.891.771.705;9.764.029.334;7;621;0
2284516;0;5.558.306.987;6.923.075.131;9.415.907.839;5;693;0
7281206;4;3.030.290.319;1.333.221.926;4.732.291.875;1;531;1
6295568;5;4.190.806.172;1.574.862.988;5.524.751.351;4;563;1
8917529;0;2.615.544.487;1.804.387.391;5.559.672.125;5;494;0
5417845;1;3.364.715.329;8.031.857.748;7.727.526.211;6;631;0
7733921;5;2.941.787.107;1.639.506.432;516.352.112;3;596;1
8178183;0;595.632.625;3.432.810.318;8.488.901.145;3;536;0
5391709;0;3.557.857.992;5.524.647.457;7.313.903.319;4;715;0
5561012;0;475.088.834;572.469.869;7.689.718.189;5;635;0
4516394;0;4.005.952.178;6.085.037.792;6.853.888.573;4;702;0
3584588;5;2.214.574.148;1.088.968.643;4.395.688.084;7;666;1
1768647;2;381.478.236;1.162.118.598;7.310.293.786;4;659;0
3671605;3;3.646.613.939;1.064.518.595;5.621.393.837;6;460;0
2371099;1;2.096.288.272;6.385.588.631;6.003.698.075;7;534;0
6513386;5;3.849.738.554;1.551.429.884;5.271.845.681;3;638;1
2045672;2;5.007.522.725;1.167.046.285;6.660.575.133;1;643;0
5399579;0;4.300.763.291;5.846.851.323;9.071.647.276;3;532;0
2255878;1;2.916.025.868;7.441.645.379;6.612.771.423;7;669;0
8580183;0;3.696.669.577;4.136.820.564;7.046.341.421;7;737;0
3947257;0;3.032.094.547;3.389.404.511;6.098.318.432;6;618;0
2995439;1;2.247.232.063;5.617.241.149;6.251.622.902;5;585;0
5971264;0;4.030.824.907;549.175.574;7.294.622.664;2;659;0
7579309;0;3.773.968.445;3.345.906.836;5.967.343.424;4;741;0
1947543;0;4.977.744.704;7.893.805.036;7.893.805.036;4;614;0
2768509;0;2.648.874.424;3.478.211.903;6.476.635.277;6;596;0
4547037;5;3.103.034.567;3.166.437.993;7.826.855.336;6;550;1
8035625;1;1.581.799.592;2.671.181.678;2.973.294.028;5;748;0
2277905;5;1.270.674.599;7.519.127.257;2.487.166.176;3;658;1
6883541;0;3.299.467.293;4.341.837.971;5.680.987.853;5;604;0
2151633;0;3.957.085.097;2.229.970.449;6.460.181.479;3;596;0
4244867;0;6.066.875.302;6.514.303.081;9.621.902.653;4;582;0
8314970;0;1.974.038.916;2.917.093.259;34.752.484;3;678;0
5547591;1;2.989.147.487;4.409.164.873;5.460.276.451;7;721;0
2701532;1;3.636.844.904;8.606.338.304;6.471.560.131;4;564;0
8769267;0;6.300.582.117;7.474.957.664;844.997.897;2;444;0
8779635;0;4.467.725.546;10.569.908;5.666.995.577;4;644;0
5756030;1;2.556.272.092;520.990.321;5.437.788.925;6;687;0
8616155;0;3.749.271.119;4.804.847.247;8.047.684.117;6;659;0
3054807;2;2.203.845.221;5.700.662.492;4.390.359.859;7;734;0
5994878;1;4.723.808.857;6.165.019.451;647.531.715;5;697;0
1795927;1;6.428.623.893;8.201.759.687;101.770.762;7;688;0
1363623;2;3.612.683.538;8.309.497.401;7.641.420.794;7;688;0
5247354;1;2.170.301.059;4.380.803.105;4.712.506.613;6;669;0
4696756;1;392.610.633;6.114.329.839;5.176.460.197;7;733;0
6533461;3;1.886.332.409;6.707.579.825;5.024.535.959;9;618;0
7888346;5;6.581.243.564;2.581.940.446;8.906.995.813;3;573;1
1325048;0;2.486.821.904;4.822.519.991;4.822.519.991;4;636;0
6690440;1;3.671.621.828;6.886.493.819;5.759.509.129;5;667;0
7820525;0;4.748.917.715;300.212.673;7.646.027.558;6;600;0
3747842;0;6.198.634.889;2.085.054.941;898.077.372;5;583;0
1158752;0;4.616.266.231;7.225.055.817;8.658.315.825;2;685;0
1293825;0;5.559.045.907;4.353.633.287;7.748.485.921;3;685;0
2114595;1;248.174.153;5.350.034.409;5.408.720.915;6;620;0
3992118;0;3.319.563.458;5.009.103.094;5.009.103.094;5;798;0
2998109;0;3.430.899.453;13.598.282;5.957.122.428;4;601;0
4513114;0;4.848.000.386;6.017.346.742;7.124.404.056;3;626;0
1387769;1;3.494.305.923;7.732.618.719;7.296.744.111;5;583;0
5200380;0;4.996.052.947;5.596.093.732;8.688.549.097;5;613;0
6711687;3;2.844.869.116;8.170.877.967;4.445.198.773;5;692;0
8953081;0;1.886.273.642;2.744.071.296;4.613.716.565;5;697;0
4428241;1;6.360.292.292;1.245.645.229;9.803.241.352;5;649;0
3432703;1;3.911.389.527;5.794.104.794;6.632.881.647;6;640;0
4530584;2;5.411.248.969;2.007.771.047;116.714.541;5;671;0
1553602;5;5.899.257.667;218.517.523;7.714.737.475;4;533;1
6339447;0;3.789.303.192;7.498.883.291;6.655.691.298;4;710;0
6549361;0;3.682.811.599;7.350.335.804;7.061.711.732;3;633;0
5708050;2;2.826.967.832;9.195.018.555;5.012.823.158;4;525;0
1011637;2;2.766.877.502;7.594.676.517;4.824.341.618;7;744;0
3158300;0;3.966.419.605;1.313.565.097;6.985.244.127;6;703;0
2894675;3;3.004.118.279;1.431.329.897;7.139.364.743;4;520;1
1593263;5;677.511.242;2.257.911.278;8.411.219.698;3;526;1
4994031;5;512.758.266;2.503.971.789;8.149.380.969;3;637;1
4917015;1;3.026.704.351;8.609.634.544;6.973.485.729;6;724;0
3645784;2;3.877.723.522;8.171.045.006;516.232.647;3;594;0
7368622;1;2.607.082.244;5.545.776.271;6.227.792.514;7;711;0
8872311;2;2.728.576.854;8.302.827.464;5.725.133.064;6;702;0
6475338;0;2.113.274.471;3.707.408.242;4.279.670.571;3;583;0
3828435;0;222.278.657;4.300.982.034;4.283.896.642;5;614;0
8548746;0;3.873.220.136;1.240.953.419;5.016.339.395;5;689;0
7403804;5;2.912.381.318;150.660.433;6.025.455.973;5;632;1
1540288;5;5.003.146.586;1.599.984.542;6.120.195.876;6;534;1
6594148;4;23.467.141;1.453.924.991;7.372.834.819;7;527;0
4626798;0;4.382.349.808;3.680.132.682;6.573.430.343;4;639;0
1112744;0;4.199.445.147;3.504.594.822;7.354.278.153;6;693;0
1237229;3;6.670.650.548;1.778.099.703;9.215.714.643;5;664;0
3876341;0;3.891.850.263;1.605.803.089;7.072.200.469;6;694;0
5376255;1;4.817.516.052;9.998.191.965;7.742.506.043;3;623;0
6716168;1;6.247.089.269;1.337.023.392;9.341.006.926;6;684;0
1979964;1;2.856.880.421;3.508.888.272;355.547.329;6;766;0
1906042;1;5.066.455.657;8.095.410.062;7.821.727.734;4;787;0
3395179;5;4.079.979.057;1.723.466.352;5.278.261.741;3;594;1
1452287;0;2.527.576.756;1.895.452.799;6.078.478.825;5;619;0
7779970;0;3.876.924.873;3.533.706.075;8.600.268.217;7;673;0
5161449;0;2.416.864.951;2.737.185.994;3.593.789.586;2;675;0
7293223;5;3.930.156.675;2.966.600.999;9.011.643.984;5;524;1
8767864;0;4.815.344.833;5.746.177.221;6.153.744.984;2;720;0
5363682;0;2.396.252.119;6.137.515.627;6.415.832.482;4;587;0
5816386;1;3.207.939.658;6.305.865.606;468.444.469;3;643;0
4226325;0;2.933.095.187;2.752.932.095;452.886.718;2;572;0
7377840;0;5.243.878.277;7.885.836.228;9.290.349.236;5;682;0
3307631;1;4.244.313.394;1.146.692.897;8.603.727.439;5;713;0
2382376;1;4.837.754.682;1.007.248.161;8.080.053.648;6;682;0
6066730;0;491.362.507;5.575.521.986;6.009.208.176;4;801;0
5387191;5;4.638.233.339;2.467.674.922;7.411.691.057;1;623;1
5460849;1;2.520.098.738;872.510.136;6.928.218.849;3;680;0
8243602;1;2.790.949.872;5.866.707.719;4.376.474.258;2;560;0
3020169;0;5.260.617.814;7.493.654.748;9.448.527.036;4;735;0
8761571;0;3.520.312.078;4.455.993.232;6.079.040.343;6;697;0
4015637;3;3.045.538.598;1.067.834.497;5.518.188.844;5;624;0
4772900;1;273.386.834;5.434.690.811;5.043.479.113;5;690;0
8602547;5;3.622.277.712;2.812.438.665;8.271.263.653;7;625;1
7863274;0;2.669.332.761;3.590.105.671;6.312.230.213;5;626;0
2586208;0;4.329.363.796;2.994.513.111;6.688.090.379;3;648;0
3253870;5;7.923.291.746;2.699.077.219;1.031.897.621;4;518;1
3832882;1;4.504.946.535;7.617.872.219;739.553.173;5;671;0
7922356;0;449.497.308;5.323.889.431;6.506.055.585;3;639;0
7156180;4;3.152.524.964;1.639.681.954;6.799.403.509;5;553;1
7391158;5;255.595.912;1.425.451.056;549.497.268;5;527;1
3097093;3;5.406.961.466;2.043.326.019;8.614.793.438;3;656;1
8490683;4;3.187.787.229;1.317.868.488;5.185.787.714;1;557;1
7809785;2;4.123.835.812;910.877.319;6.690.278.477;5;668;0
5769396;0;4.287.047.784;3.628.729.181;7.199.488.869;7;679;0
2860204;1;4.589.405.569;1.106.940.948;7.721.342.062;4;632;0
1815900;1;4.220.434.244;7.419.839.743;8.601.137.032;5;600;0
3955963;3;2.431.534.589;1.062.278.665;5.898.861.721;6;579;0
1026260;1;2.058.862.231;5.111.730.815;5.235.790.446;7;594;0
5801109;0;4.731.871.235;6.233.181.157;7.813.983.297;4;667;0
8104269;5;3.944.134.878;2.429.945.317;7.741.090.442;4;586;1
8259740;0;257.620.225;4.524.948.706;4.713.102.436;2;658;0
8853921;1;4.727.868.166;7.231.952.443;7.645.925.915;5;605;0
3575305;5;4.861.818.817;1.850.504.417;7.370.390.473;3;449;1
4197931;1;3.171.058.726;5.859.956.348;7.228.227.804;6;595;0
7028158;5;4.498.899.774;2.046.941.522;6.198.951.099;2;616;1
4690993;4;2.901.083.111;1.359.268.657;4.899.824.784;0;494;1
4949319;0;4.832.122.071;4.288.906.349;925.864.218;5;625;0
5977447;0;1.294.294.298;3.432.459.564;2.384.518.417;6;644;0
6053019;4;5.355.534.947;1.920.884.945;7.427.367.604;3;558;1
6862544;1;3.855.298.781;8.472.845.122;7.203.072.158;6;658;0
8961685;3;3.432.963.935;1.339.290.788;7.696.457.596;4;542;0
5393992;0;2.362.028.212;5.387.927.581;5.629.578.229;2;634;0
2220341;0;3.892.356.821;3.076.203.528;5.570.887.641;3;613;0
4868301;0;395.394.601;3.033.332.368;5.916.526.754;4;537;0
7948114;0;3.097.707.507;3.839.079.965;4.818.518.351;4;611;0
5973959;1;3.197.668.552;8.038.248.905;7.849.547.252;5;697;0
7879698;0;5.753.791.237;5.136.914.995;986.518.688;2;628;0
8533572;1;3.375.810.514;8.094.082.045;7.808.299.613;5;682;0
2196702;2;3.546.308.407;8.356.299.131;6.689.153.299;6;743;0
1730779;2;4.232.566.954;1.257.706.121;9.329.113.593;6;658;0
4190822;0;2.116.229.746;2.849.022.844;4.003.518.095;4;587;0
1595432;1;4.686.365.599;8.431.710.209;7.890.737.021;6;635;0
5515323;1;4.387.967.563;8.434.275.562;6.886.118.172;5;688;0
3834423;0;5.324.281.287;5.553.799.178;7.885.755.948;3;676;0
6993441;1;4.546.526.373;8.893.496.284;8.187.594.971;7;661;0
1341468;1;3.564.841.743;8.127.502.529;7.486.550.126;7;651;0
1440960;0;2.765.161.787;2.275.062.535;6.423.627.339;5;668;0
5693718;1;4.111.428.515;7.425.341.475;7.673.890.173;5;685;0
6861510;0;4.458.132.629;4.541.520.978;8.081.805.029;4;718;0
2199041;2;2.921.510.404;4.603.476.091;4.644.123.625;8;713;0
7371387;5;4.093.610.031;2.072.427.502;6.471.301.049;5;564;1
7224105;1;376.429.512;6.189.935.987;5.080.138.961;4;695;0
4513011;2;2.142.904.417;4.889.345.114;3.504.852.937;5;554;0
7639867;0;328.754.147;4.875.132.161;4.875.132.161;4;670;0
2974980;2;3.543.732.524;1.383.056.933;9.147.460.445;6;683;0
6597386;5;1.021.074.669;3.351.597.117;1.078.703.896;2;649;1
8736120;0;40.518.396;5.426.196.012;6.483.700.878;3;547;0
8827558;3;3.244.808.038;9.179.709.376;4.447.416.335;2;633;1
3907490;1;6.263.921.399;9.774.961.485;1.064.011.873;5;633;0
2349962;0;433.197.879;7.588.182.239;8.649.839.253;4;599;0
5987418;4;1.344.111.534;6.298.992.514;2.951.643.828;6;714;0
3121727;0;3.034.911.659;5.829.031.425;7.933.635.104;5;600;0
4440192;0;3.322.786.696;7.110.525.615;7.110.525.615;4;709;0
2041870;5;4.644.797.144;169.588.948;6.606.321.262;4;540;1
6752397;1;6.942.267.139;116.682.802;983.942.524;4;589;0
5165627;5;4.610.353.595;1.997.431.607;7.082.570.058;4;568;1
4951317;1;3.758.576.382;7.902.422.849;7.611.790.651;5;697;0
4568515;1;3.232.195.595;7.462.377.726;7.456.528.483;7;589;0
